Carrier,Departure Time,Destination,Distance,Date,Flight Number,Origin,Day of the Week,Day of the Month,Flight delay,Random
DH,19,JFK,228,01-05-2004,7810,IAD,1,5,0,0.479271227
DL,11,LGA,214,01-06-2004,1748,DCA,2,6,0,0.742076225
RU,18,EWR,213,1/25/2004,2156,IAD,7,25,0,0.134232373
DH,2,EWR,213,1/22/2004,7303,IAD,4,22,0,0.388163984
DH,10,EWR,213,1/21/2004,7299,IAD,3,21,0,0.448820528
DL,6,JFK,213,1/23/2004,746,DCA,5,23,0,0.696960075
MQ,15,JFK,213,01-10-2004,4784,DCA,6,10,0,0.511451214
RU,4,EWR,169,1/25/2004,3372,BWI,7,25,0,0.299059579
CO,22,EWR,199,01-05-2004,806,DCA,1,5,0,0.586940499
US,6,LGA,214,1/16/2004,2182,DCA,5,16,0,0.135740451
RU,5,EWR,199,1/20/2004,2216,DCA,2,20,0,0.176411878
MQ,13,JFK,213,1/27/2004,4784,DCA,2,27,1,0.771082284
DL,20,LGA,214,1/22/2004,1742,DCA,4,22,0,0.679461065
DL,7,LGA,214,01-12-2004,1742,DCA,1,12,0,0.549894781
DL,6,LGA,214,1/20/2004,1766,DCA,2,20,0,0.240396483
DH,5,EWR,213,01-09-2004,7307,IAD,5,9,0,0.71812819
MQ,4,LGA,214,01-02-2004,4964,DCA,5,2,0,0.003607945
DL,10,LGA,214,01-06-2004,1746,DCA,2,6,0,0.977268827
MQ,18,LGA,214,01-09-2004,4964,DCA,5,9,0,0.340945413
DL,17,JFK,213,01-02-2004,746,DCA,5,2,0,0.765264177
DH,11,JFK,228,01-02-2004,7808,IAD,5,2,0,0.087860803
MQ,10,LGA,214,1/30/2004,4952,DCA,5,30,0,0.730315575
DH,20,EWR,213,1/30/2004,7299,IAD,5,30,0,0.694130708
DH,20,LGA,229,1/27/2004,7790,IAD,2,27,1,0.87379167
RU,3,EWR,199,1/20/2004,2181,DCA,2,20,0,0.924443068
DH,1,LGA,229,1/28/2004,7790,IAD,3,28,0,0.265821794
DH,11,EWR,213,1/23/2004,7304,IAD,5,23,1,0.46886971
DH,11,LGA,229,01-07-2004,7792,IAD,3,7,0,0.620112916
MQ,3,LGA,214,01-02-2004,4960,DCA,5,2,0,0.737278496
US,23,LGA,214,1/20/2004,2162,DCA,2,20,0,0.927395515
DH,6,JFK,228,01-11-2004,7814,IAD,7,11,1,0.647849166
RU,11,EWR,199,01-05-2004,2216,DCA,1,5,1,0.903985263
DH,7,EWR,213,01-10-2004,7299,IAD,6,10,0,0.790760551
US,11,LGA,214,01-04-2004,2180,DCA,7,4,0,0.165360443
RU,11,EWR,213,01-07-2004,2385,IAD,3,7,1,0.167013123
DH,11,JFK,228,1/22/2004,7800,IAD,4,22,0,0.366455332
RU,5,EWR,169,01-08-2004,2403,BWI,4,8,0,0.77271012
DL,19,LGA,214,1/13/2004,1742,DCA,2,13,0,0.858732778
DH,21,JFK,228,01-03-2004,7806,IAD,6,3,0,0.20809507
RU,20,EWR,169,1/17/2004,2703,BWI,6,17,0,0.019834991
DL,22,LGA,214,1/26/2004,1762,DCA,1,26,0,0.261182101
US,10,LGA,214,1/19/2004,2162,DCA,1,19,0,0.8716998
RU,4,EWR,199,1/16/2004,2582,DCA,5,16,0,0.259325951
US,6,LGA,214,1/30/2004,2178,DCA,5,30,0,0.441823375
DL,17,LGA,214,1/25/2004,1744,DCA,7,25,0,0.765760808
CO,9,EWR,199,01-12-2004,816,DCA,1,12,0,0.023272245
DL,7,LGA,214,01-06-2004,1740,DCA,2,6,0,0.876368321
DH,0,JFK,228,01-12-2004,7806,IAD,1,12,0,0.733862475
RU,21,EWR,199,1/23/2004,2261,DCA,5,23,1,0.845909486
MQ,9,LGA,214,1/16/2004,4954,DCA,5,16,1,0.509448138
RU,14,EWR,199,01-07-2004,2261,DCA,3,7,0,0.440995583
DL,13,LGA,214,01-12-2004,1754,DCA,1,12,0,0.523223139
UA,0,LGA,229,01-09-2004,846,IAD,5,9,1,0.212240662
MQ,1,JFK,213,1/26/2004,4752,DCA,1,26,1,0.801316824
US,15,LGA,214,01-02-2004,2188,DCA,5,2,0,0.679643469
DH,17,LGA,229,1/29/2004,7208,IAD,4,29,1,0.763742636
DH,12,EWR,213,1/21/2004,7303,IAD,3,21,0,0.21457933
US,15,LGA,214,01-08-2004,2164,DCA,4,8,0,0.684830543
RU,23,EWR,199,1/24/2004,2761,DCA,6,24,0,0.292551889
US,15,LGA,214,1/17/2004,2180,DCA,6,17,0,0.905571021
DL,21,LGA,214,1/14/2004,1768,DCA,3,14,1,0.968848773
DH,8,LGA,229,1/20/2004,7792,IAD,2,20,0,0.725798558
UA,16,LGA,229,1/15/2004,846,IAD,4,15,1,0.167504264
RU,20,EWR,213,01-12-2004,2385,IAD,1,12,0,0.009326328
MQ,7,JFK,213,1/25/2004,4784,DCA,7,25,0,0.952538634
US,23,LGA,214,01-08-2004,2180,DCA,4,8,1,0.287728274
DH,16,LGA,229,1/21/2004,7211,IAD,3,21,0,0.247485835
RU,9,EWR,213,01-11-2004,2497,IAD,7,11,0,0.144116364
US,20,LGA,214,1/31/2004,2180,DCA,6,31,0,0.138951135
MQ,16,LGA,214,1/13/2004,4964,DCA,2,13,0,0.030128125
MQ,21,JFK,213,01-12-2004,4752,DCA,1,12,0,0.186716791
DH,16,LGA,229,01-03-2004,7208,IAD,6,3,0,0.453744317
DL,0,LGA,214,01-07-2004,1750,DCA,3,7,0,0.471547057
US,13,LGA,214,1/21/2004,2164,DCA,3,21,0,0.034102397
MQ,6,LGA,214,1/14/2004,4968,DCA,3,14,0,0.452752644
DH,0,EWR,213,1/30/2004,7305,IAD,5,30,0,0.055259455
RU,19,EWR,213,01-12-2004,2497,IAD,1,12,0,0.693588237
DH,4,JFK,228,1/19/2004,7812,IAD,1,19,0,0.380911062
DL,4,LGA,214,1/13/2004,1760,DCA,2,13,1,0.137771211
DL,19,LGA,214,1/24/2004,1764,DCA,6,24,0,0.493053066
UA,11,LGA,229,01-08-2004,846,IAD,4,8,0,0.903031536
RU,14,EWR,199,1/25/2004,2879,DCA,7,25,1,0.68102328
DL,3,LGA,214,1/18/2004,1756,DCA,7,18,0,0.94350268
MQ,5,JFK,213,1/17/2004,4760,DCA,6,17,0,0.189023438
DH,1,EWR,213,01-09-2004,7302,IAD,5,9,0,0.076219635
DL,10,LGA,214,1/14/2004,1746,DCA,3,14,0,0.487889625
DH,8,EWR,213,1/23/2004,7299,IAD,5,23,0,0.647370456
RU,7,EWR,199,01-04-2004,2216,DCA,7,4,1,0.104014869
RU,12,EWR,213,1/28/2004,2855,IAD,3,28,0,0.081811822
DH,2,EWR,213,01-04-2004,7307,IAD,7,4,1,0.947603956
RU,4,EWR,199,1/20/2004,2879,DCA,2,20,0,0.720777609
US,2,LGA,214,1/30/2004,2170,DCA,5,30,0,0.817827298
US,14,LGA,214,01-09-2004,2186,DCA,5,9,0,0.257631799
DL,17,LGA,214,01-12-2004,1762,DCA,1,12,0,0.602877532
OH,19,JFK,184,1/28/2004,5935,BWI,3,28,0,0.613380139
DL,19,LGA,214,1/29/2004,1768,DCA,4,29,0,0.12868149
US,10,LGA,214,1/20/2004,2184,DCA,2,20,0,0.651921501
MQ,17,LGA,214,01-05-2004,4952,DCA,1,5,0,0.055057635
RU,17,EWR,169,01-09-2004,2403,BWI,5,9,0,0.370833815
DH,15,LGA,229,1/18/2004,7684,IAD,7,18,0,0.324765754
RU,13,EWR,169,1/24/2004,2303,BWI,6,24,0,0.761199849
MQ,23,LGA,214,01-09-2004,4976,DCA,5,9,1,0.002644834
US,20,LGA,214,1/23/2004,2182,DCA,5,23,0,0.906134672
MQ,22,JFK,213,1/14/2004,4752,DCA,3,14,0,0.043893559
DH,23,EWR,213,01-02-2004,7299,IAD,5,2,0,0.119889379
DH,13,JFK,228,1/15/2004,7812,IAD,4,15,0,0.80431458
DL,10,LGA,214,01-09-2004,1766,DCA,5,9,0,0.615116847
US,11,LGA,214,1/30/2004,2188,DCA,5,30,0,0.326580366
RU,19,EWR,169,01-04-2004,2303,BWI,7,4,1,0.419091724
US,11,LGA,214,01-12-2004,2160,DCA,1,12,1,0.214403837
MQ,19,JFK,213,01-01-2004,4784,DCA,4,1,0,0.013802484
DL,23,JFK,213,1/18/2004,746,DCA,7,18,1,0.054361874
DH,1,JFK,228,01-10-2004,7812,IAD,6,10,0,0.825297227
DL,6,JFK,213,1/14/2004,746,DCA,3,14,0,0.484645632
DH,4,JFK,228,01-04-2004,7808,IAD,7,4,0,0.261324568
RU,0,EWR,213,1/21/2004,2497,IAD,3,21,0,0.479289715
MQ,17,JFK,213,01-01-2004,4752,DCA,4,1,0,0.340676884
DH,23,EWR,213,01-04-2004,7302,IAD,7,4,1,0.977624708
DL,11,LGA,214,01-12-2004,1750,DCA,1,12,0,0.003392014
DL,21,LGA,214,1/30/2004,1748,DCA,5,30,0,0.441608533
DH,2,EWR,213,01-11-2004,7299,IAD,7,11,0,0.51674908
DH,2,JFK,228,1/21/2004,7814,IAD,3,21,0,0.65280174
CO,9,EWR,199,1/15/2004,816,DCA,4,15,1,0.247093941
RU,15,EWR,169,1/13/2004,2303,BWI,2,13,0,0.457881376
RU,20,EWR,169,01-11-2004,2303,BWI,7,11,0,0.842273406
RU,0,EWR,213,01-01-2004,2664,IAD,4,1,0,0.275713262
RU,2,EWR,169,01-03-2004,2703,BWI,6,3,0,0.167745947
RU,16,EWR,213,1/23/2004,2855,IAD,5,23,0,0.371216185
DH,13,JFK,228,1/20/2004,7812,IAD,2,20,0,0.331538478
RU,3,EWR,169,1/19/2004,2403,BWI,1,19,0,0.390608255
MQ,7,LGA,214,1/21/2004,4972,DCA,3,21,0,0.774790261
US,18,LGA,214,1/23/2004,2176,DCA,5,23,0,0.509618392
RU,14,EWR,199,1/18/2004,2216,DCA,7,18,1,0.547362609
US,19,LGA,214,1/25/2004,2176,DCA,7,25,0,0.879427643
DH,23,JFK,228,01-12-2004,7800,IAD,1,12,0,0.111996662
RU,5,EWR,213,1/30/2004,2385,IAD,5,30,1,0.010705846
MQ,17,LGA,214,1/20/2004,4968,DCA,2,20,0,0.51519301
DH,12,EWR,213,1/15/2004,7303,IAD,4,15,0,0.926033468
DH,3,EWR,213,1/31/2004,7299,IAD,6,31,0,0.362894992
RU,8,EWR,213,1/20/2004,2385,IAD,2,20,0,0.616723063
DH,4,LGA,229,1/26/2004,7792,IAD,1,26,1,0.357917696
DH,3,JFK,228,1/29/2004,7814,IAD,4,29,0,0.166887703
RU,18,EWR,169,1/22/2004,2403,BWI,4,22,0,0.765066032
RU,0,EWR,199,1/16/2004,2261,DCA,5,16,1,0.744797986
DH,12,EWR,213,1/23/2004,7305,IAD,5,23,0,0.710322523
DL,12,LGA,214,1/29/2004,1754,DCA,4,29,0,0.781613785
RU,2,EWR,169,1/23/2004,3372,BWI,5,23,0,0.423210103
DH,14,EWR,213,1/14/2004,7304,IAD,3,14,1,0.186900358
DL,16,LGA,214,01-01-2004,1768,DCA,4,1,0,0.887391979
DH,17,LGA,229,01-06-2004,7208,IAD,2,6,0,0.604327846
US,16,LGA,214,1/25/2004,2170,DCA,7,25,0,0.457109151
DH,2,LGA,229,1/26/2004,7684,IAD,1,26,1,0.865389212
MQ,16,LGA,214,1/20/2004,4966,DCA,2,20,0,0.575280867
DL,7,LGA,214,01-05-2004,1752,DCA,1,5,0,0.480334141
DL,9,LGA,214,1/23/2004,1744,DCA,5,23,0,0.312003641
US,12,LGA,214,01-09-2004,2182,DCA,5,9,0,0.893049101
US,22,LGA,214,01-10-2004,2172,DCA,6,10,0,0.258287676
RU,13,EWR,213,01-11-2004,2156,IAD,7,11,0,0.601496388
DL,22,LGA,214,01-08-2004,1768,DCA,4,8,0,0.288787659
US,7,LGA,214,01-05-2004,2168,DCA,1,5,0,0.117435982
DH,0,EWR,213,01-04-2004,7303,IAD,7,4,1,0.700875429
RU,22,EWR,213,01-12-2004,2692,IAD,1,12,0,0.496222575
DL,5,LGA,214,1/31/2004,1756,DCA,6,31,0,0.499697606
US,13,LGA,214,01-09-2004,2184,DCA,5,9,0,0.362745113
DL,4,LGA,214,01-05-2004,1746,DCA,1,5,0,0.606194908
US,13,LGA,214,1/22/2004,2184,DCA,4,22,0,0.361515682
DL,15,LGA,214,1/19/2004,1764,DCA,1,19,0,0.231818163
DH,2,LGA,229,1/28/2004,7792,IAD,3,28,0,0.121624236
DH,2,JFK,228,1/27/2004,7814,IAD,2,27,1,0.655478708
DL,17,LGA,214,1/19/2004,1768,DCA,1,19,0,0.909050523
DH,21,LGA,229,1/14/2004,7790,IAD,3,14,0,0.338230482
RU,18,EWR,213,1/23/2004,2156,IAD,5,23,0,0.027388242
DH,10,EWR,213,1/25/2004,7302,IAD,7,25,0,0.121977264
DL,17,LGA,214,01-04-2004,1768,DCA,7,4,0,0.271736171
US,23,LGA,214,1/14/2004,2182,DCA,3,14,0,0.821001014
DH,2,JFK,213,1/16/2004,6155,DCA,5,16,0,0.367420332
DH,1,JFK,228,01-11-2004,7800,IAD,7,11,0,0.852445597
DL,7,LGA,214,1/31/2004,1764,DCA,6,31,0,0.061870361
DL,17,LGA,214,1/23/2004,1762,DCA,5,23,0,0.318493356
RU,8,EWR,199,01-09-2004,2216,DCA,5,9,0,0.503778635
DH,1,EWR,213,01-05-2004,7302,IAD,1,5,1,0.922503687
DH,2,JFK,228,1/29/2004,7812,IAD,4,29,0,0.125271969
US,18,LGA,214,01-06-2004,2170,DCA,2,6,0,0.112500643
US,12,LGA,214,01-04-2004,2182,DCA,7,4,0,0.413184747
RU,10,EWR,213,1/20/2004,2367,IAD,2,20,0,0.110475513
DH,21,LGA,229,01-04-2004,7208,IAD,7,4,0,0.007925337
DH,6,EWR,213,01-11-2004,7307,IAD,7,11,1,0.73283902
MQ,2,LGA,214,1/19/2004,4966,DCA,1,19,0,0.16308452
US,2,LGA,214,01-06-2004,2186,DCA,2,6,0,0.707131374
CO,6,EWR,199,01-10-2004,808,DCA,6,10,0,0.659852396
RU,12,EWR,199,01-03-2004,2216,DCA,6,3,0,0.532810305
DH,3,JFK,228,01-04-2004,7806,IAD,7,4,0,0.737414203
DL,5,JFK,213,1/29/2004,746,DCA,4,29,1,0.341322277
US,5,LGA,214,1/27/2004,2176,DCA,2,27,0,0.537834062
US,1,LGA,214,1/21/2004,2188,DCA,3,21,0,0.654090089
MQ,13,LGA,214,1/20/2004,4956,DCA,2,20,0,0.112887421
CO,4,EWR,199,1/19/2004,814,DCA,1,19,1,0.428502025
DH,21,JFK,228,1/18/2004,7814,IAD,7,18,0,0.392246389
DL,4,JFK,213,01-03-2004,746,DCA,6,3,1,0.213717579
RU,1,EWR,213,1/14/2004,2367,IAD,3,14,0,0.986967799
DL,14,LGA,214,01-08-2004,1752,DCA,4,8,0,0.35747774
DH,13,EWR,213,1/15/2004,7304,IAD,4,15,0,0.021520166
DL,7,LGA,214,1/27/2004,1752,DCA,2,27,0,0.34757575
DH,12,EWR,213,1/19/2004,7305,IAD,1,19,0,0.457642639
US,5,LGA,214,1/22/2004,2168,DCA,4,22,0,0.320853901
DH,21,LGA,229,01-10-2004,7684,IAD,6,10,0,0.627436955
DL,11,LGA,214,01-03-2004,1768,DCA,6,3,0,0.486222102
MQ,22,JFK,213,01-11-2004,4760,DCA,7,11,0,0.082841863
DL,3,LGA,214,1/13/2004,1758,DCA,2,13,0,0.453014239
RU,19,EWR,199,1/15/2004,2181,DCA,4,15,0,0.356483697
DH,2,LGA,229,01-01-2004,7208,IAD,4,1,0,0.983245125
DL,7,JFK,213,01-08-2004,746,DCA,4,8,1,0.473901504
MQ,20,JFK,213,1/29/2004,4752,DCA,4,29,1,0.975945917
DL,11,LGA,214,1/28/2004,1742,DCA,3,28,0,0.923985099
DH,22,JFK,228,01-03-2004,7808,IAD,6,3,0,0.183567057
DH,9,JFK,228,01-02-2004,7800,IAD,5,2,0,0.86860894
CO,22,EWR,199,1/13/2004,808,DCA,2,13,0,0.480244506
RU,9,EWR,213,01-04-2004,2156,IAD,7,4,1,0.343086645
US,22,LGA,214,1/15/2004,2174,DCA,4,15,0,0.018240574
DH,13,JFK,228,01-02-2004,7812,IAD,5,2,0,0.943708087
DH,3,JFK,228,1/28/2004,7800,IAD,3,28,1,0.529248704
DL,10,JFK,213,1/28/2004,746,DCA,3,28,0,0.587999202
DL,22,LGA,214,01-02-2004,1768,DCA,5,2,0,0.566939559
US,13,LGA,214,1/25/2004,2164,DCA,7,25,0,0.020137535
DH,8,EWR,213,1/29/2004,7299,IAD,4,29,1,0.1184045
US,14,LGA,214,1/23/2004,2168,DCA,5,23,0,0.256951101
RU,0,EWR,169,1/31/2004,3372,BWI,6,31,0,0.794590381
US,19,LGA,214,01-10-2004,2160,DCA,6,10,0,0.077614137
RU,0,EWR,199,1/19/2004,2879,DCA,1,19,0,0.823702989
UA,2,LGA,229,01-04-2004,846,IAD,7,4,0,0.803836775
DL,15,LGA,214,1/24/2004,1748,DCA,6,24,0,0.975095575
RU,21,EWR,199,1/24/2004,2361,DCA,6,24,0,0.060590455
MQ,21,LGA,214,1/13/2004,4976,DCA,2,13,1,0.85276147
US,5,LGA,214,01-01-2004,2176,DCA,4,1,0,0.013924675
DL,20,LGA,214,1/25/2004,1752,DCA,7,25,0,0.14220507
MQ,20,LGA,214,1/13/2004,4972,DCA,2,13,1,0.951224632
DH,11,JFK,228,1/20/2004,7808,IAD,2,20,0,0.037425712
US,19,LGA,214,01-03-2004,2164,DCA,6,3,0,0.355544001
DH,4,EWR,213,1/31/2004,7302,IAD,6,31,0,0.792044455
DH,15,JFK,228,1/17/2004,7806,IAD,6,17,0,0.760936715
DL,8,LGA,214,01-03-2004,1756,DCA,6,3,0,0.022779269
DL,4,LGA,214,01-09-2004,1754,DCA,5,9,0,0.190176992
RU,23,EWR,199,1/21/2004,2216,DCA,3,21,0,0.287663482
DH,21,LGA,229,1/29/2004,7790,IAD,4,29,1,0.851736044
RU,18,EWR,213,1/19/2004,2855,IAD,1,19,0,0.221671551
DH,20,JFK,213,01-11-2004,6155,DCA,7,11,0,0.567413529
US,6,LGA,214,01-05-2004,2166,DCA,1,5,0,0.44155183
DL,1,LGA,214,1/13/2004,1754,DCA,2,13,0,0.47434458
DH,20,JFK,213,01-04-2004,6155,DCA,7,4,0,0.197665695
DL,18,LGA,214,01-12-2004,1764,DCA,1,12,0,0.092370241
DH,21,EWR,213,1/30/2004,7302,IAD,5,30,0,0.084500514
DH,17,JFK,228,01-09-2004,7812,IAD,5,9,0,0.656212571
DL,3,LGA,214,1/20/2004,1760,DCA,2,20,1,0.647193102
MQ,5,LGA,214,1/19/2004,4972,DCA,1,19,0,0.374662978
DL,19,LGA,214,01-12-2004,1766,DCA,1,12,0,0.199052493
DL,15,LGA,214,1/21/2004,1760,DCA,3,21,1,0.33880662
DH,11,JFK,213,01-05-2004,6155,DCA,1,5,1,0.30604229
MQ,9,LGA,214,01-06-2004,4972,DCA,2,6,0,0.902570933
DH,8,JFK,228,1/16/2004,7806,IAD,5,16,0,0.361726419
US,7,LGA,214,1/30/2004,2180,DCA,5,30,1,0.20806307
DH,11,JFK,228,1/26/2004,7816,IAD,1,26,0,0.890011265
MQ,6,LGA,214,01-02-2004,4968,DCA,5,2,0,0.627323444
DL,8,LGA,214,1/27/2004,1756,DCA,2,27,0,0.276786829
US,18,LGA,214,1/18/2004,2168,DCA,7,18,0,0.214858436
DL,13,LGA,214,01-11-2004,1754,DCA,7,11,0,0.7740422
DH,3,JFK,228,01-08-2004,7810,IAD,4,8,0,0.89170634
RU,11,EWR,213,01-09-2004,2385,IAD,5,9,0,0.525320392
DL,3,LGA,214,1/15/2004,1766,DCA,4,15,1,0.677918327
CO,18,EWR,199,1/20/2004,814,DCA,2,20,0,0.644808657
DH,2,JFK,228,01-08-2004,7808,IAD,4,8,0,0.158197022
RU,14,EWR,213,01-05-2004,3276,IAD,1,5,0,0.521154398
US,20,LGA,214,1/30/2004,1479,DCA,5,30,0,0.105624407
MQ,10,JFK,213,1/13/2004,4760,DCA,2,13,0,0.685770002
DH,15,EWR,213,01-12-2004,7307,IAD,1,12,0,0.95819585
DL,0,LGA,214,1/30/2004,1754,DCA,5,30,0,0.101980427
DH,12,LGA,229,01-05-2004,7208,IAD,1,5,1,0.642010923
DL,7,LGA,214,1/22/2004,1764,DCA,4,22,0,0.633684398
US,7,LGA,214,1/16/2004,2184,DCA,5,16,1,0.109148975
MQ,6,JFK,213,1/25/2004,4771,DCA,7,25,0,0.67463512
MQ,12,JFK,213,1/27/2004,4752,DCA,2,27,1,0.004590186
US,14,LGA,214,01-02-2004,2184,DCA,5,2,0,0.823887935
DL,6,LGA,214,01-03-2004,1748,DCA,6,3,0,0.028367838
RU,1,EWR,169,1/23/2004,2303,BWI,5,23,0,0.555782006
DL,7,LGA,214,01-07-2004,1764,DCA,3,7,0,0.472576217
US,23,LGA,214,01-06-2004,2180,DCA,2,6,0,0.038640656
MQ,12,LGA,214,1/31/2004,4956,DCA,6,31,0,0.412825507
MQ,16,LGA,214,1/16/2004,4976,DCA,5,16,1,0.81375733
DH,17,JFK,228,01-05-2004,7800,IAD,1,5,1,0.802337329
US,13,LGA,214,01-02-2004,2180,DCA,5,2,0,0.548124987
US,4,LGA,214,1/30/2004,2174,DCA,5,30,0,0.043410224
DH,13,EWR,213,1/14/2004,7303,IAD,3,14,0,0.153665527
DL,20,LGA,214,1/20/2004,1746,DCA,2,20,0,0.013504448
DL,3,LGA,214,01-07-2004,1756,DCA,3,7,0,0.604394217
UA,9,LGA,229,1/21/2004,846,IAD,3,21,0,0.002905007
MQ,0,LGA,214,1/23/2004,4952,DCA,5,23,0,0.973412737
MQ,1,LGA,214,1/14/2004,4952,DCA,3,14,1,0.276012351
DH,4,EWR,213,1/26/2004,7304,IAD,1,26,1,0.527487491
UA,12,LGA,229,1/25/2004,846,IAD,7,25,0,0.748074492
DH,16,JFK,228,1/18/2004,7800,IAD,7,18,0,0.810836605
US,23,LGA,214,1/19/2004,2188,DCA,1,19,0,0.11999536
RU,3,EWR,169,1/21/2004,2403,BWI,3,21,0,0.156809531
DL,6,LGA,214,1/13/2004,1764,DCA,2,13,0,0.038422092
DL,4,JFK,213,01-10-2004,746,DCA,6,10,1,0.174988792
RU,13,EWR,213,01-03-2004,2855,IAD,6,3,0,0.932915474
DL,2,LGA,214,01-05-2004,1742,DCA,1,5,0,0.140472749
DL,16,JFK,213,1/15/2004,746,DCA,4,15,0,0.76314924
MQ,7,LGA,214,1/17/2004,4956,DCA,6,17,0,0.036417621
MQ,10,LGA,214,01-06-2004,4976,DCA,2,6,0,0.639319886
US,6,LGA,214,1/20/2004,2176,DCA,2,20,0,0.69751611
RU,8,EWR,169,1/27/2004,2703,BWI,2,27,1,0.043141811
MQ,9,LGA,214,01-08-2004,4970,DCA,4,8,0,0.537768487
RU,22,EWR,199,01-01-2004,2216,DCA,4,1,0,0.120457723
DH,15,LGA,229,1/21/2004,7208,IAD,3,21,0,0.5500129
RU,21,EWR,213,01-06-2004,2156,IAD,2,6,0,0.082143955
DL,19,LGA,214,1/23/2004,1766,DCA,5,23,0,0.535022959
DH,22,JFK,228,1/27/2004,7800,IAD,2,27,1,0.086105968
MQ,19,JFK,213,1/19/2004,4760,DCA,1,19,0,0.059945201
MQ,6,LGA,214,01-08-2004,4964,DCA,4,8,0,0.894437873
DL,22,LGA,214,01-09-2004,1742,DCA,5,9,1,0.766817267
US,15,LGA,214,1/21/2004,2168,DCA,3,21,0,0.074977474
MQ,15,LGA,214,1/22/2004,4956,DCA,4,22,0,0.640488102
DL,20,LGA,214,01-07-2004,1740,DCA,3,7,0,0.495836639
DH,4,EWR,213,01-05-2004,7307,IAD,1,5,1,0.33727511
RU,21,EWR,169,01-11-2004,2703,BWI,7,11,0,0.898843992
DH,14,JFK,228,1/13/2004,7812,IAD,2,13,0,0.469550602
RU,23,EWR,199,01-08-2004,2216,DCA,4,8,0,0.357285057
US,3,LGA,214,1/27/2004,2172,DCA,2,27,0,0.400651686
MQ,7,LGA,214,01-08-2004,4966,DCA,4,8,0,0.345424901
US,23,LGA,214,1/27/2004,2164,DCA,2,27,0,0.07410301
RU,11,EWR,169,1/24/2004,3372,BWI,6,24,0,0.017423919
RU,7,EWR,199,01-05-2004,2582,DCA,1,5,1,0.918235448
MQ,13,JFK,213,01-09-2004,4760,DCA,5,9,0,0.414082735
RU,10,EWR,199,1/22/2004,2761,DCA,4,22,0,0.578241355
UA,9,LGA,229,1/17/2004,846,IAD,6,17,0,0.278529685
DH,6,JFK,228,01-01-2004,7806,IAD,4,1,0,0.238092401
OH,3,JFK,184,1/13/2004,5935,BWI,2,13,0,0.92288903
US,15,LGA,214,1/31/2004,2160,DCA,6,31,0,0.701747618
DH,0,LGA,229,01-04-2004,7790,IAD,7,4,0,0.029708127
MQ,4,LGA,214,01-06-2004,4960,DCA,2,6,0,0.365586204
DH,4,LGA,229,01-01-2004,7792,IAD,4,1,0,0.097882696
DL,22,LGA,214,1/17/2004,1744,DCA,6,17,0,0.42012421
DH,20,LGA,229,1/23/2004,7215,IAD,5,23,0,0.814155802
DH,4,JFK,228,01-11-2004,7810,IAD,7,11,0,0.403952502
DH,13,JFK,228,01-07-2004,7806,IAD,3,7,0,0.855438585
RU,9,EWR,199,1/30/2004,2181,DCA,5,30,0,0.025990079
DL,20,LGA,214,01-11-2004,1768,DCA,7,11,0,0.197178451
MQ,1,LGA,214,1/21/2004,4956,DCA,3,21,0,0.778470457
DH,10,EWR,213,1/19/2004,7303,IAD,1,19,0,0.456012687
DL,15,LGA,214,1/26/2004,1748,DCA,1,26,0,0.142799324
US,3,LGA,214,1/24/2004,2160,DCA,6,24,0,0.08460255
DH,13,JFK,228,1/13/2004,7810,IAD,2,13,0,0.452567411
MQ,22,LGA,214,01-09-2004,4972,DCA,5,9,0,0.951486371
DH,21,JFK,228,1/31/2004,7812,IAD,6,31,0,0.355035332
US,20,LGA,214,1/16/2004,2162,DCA,5,16,0,0.517444077
DL,16,LGA,214,1/14/2004,1758,DCA,3,14,1,0.343884171
MQ,18,LGA,214,01-05-2004,4954,DCA,1,5,0,0.281872654
DH,3,LGA,229,1/26/2004,7790,IAD,1,26,1,0.859093084
US,6,LGA,214,1/27/2004,2178,DCA,2,27,0,0.181775948
CO,1,EWR,199,1/26/2004,808,DCA,1,26,0,0.560118878
RU,5,EWR,169,01-10-2004,2303,BWI,6,10,0,0.546060807
MQ,13,JFK,213,01-03-2004,4760,DCA,6,3,0,0.019146173
US,22,LGA,214,1/19/2004,2186,DCA,1,19,0,0.031101656
DL,5,LGA,214,01-05-2004,1748,DCA,1,5,0,0.456289539
US,10,LGA,214,1/21/2004,1479,DCA,3,21,0,0.604325145
DH,7,JFK,228,1/24/2004,7806,IAD,6,24,0,0.953317655
DL,18,LGA,214,01-02-2004,1746,DCA,5,2,0,0.112473539
DL,18,LGA,214,1/30/2004,1742,DCA,5,30,0,0.106127735
DH,8,LGA,229,1/15/2004,7684,IAD,4,15,1,0.646589256
RU,20,EWR,169,01-05-2004,2303,BWI,1,5,1,0.676000481
RU,12,EWR,213,1/22/2004,2497,IAD,4,22,0,0.369084634
DL,6,LGA,214,1/22/2004,1762,DCA,4,22,1,0.523465392
DL,13,LGA,214,1/23/2004,1752,DCA,5,23,0,0.450992557
US,8,LGA,214,1/29/2004,1479,DCA,4,29,0,0.786490244
RU,14,EWR,213,01-10-2004,2156,IAD,6,10,0,0.217817671
DL,1,LGA,214,01-09-2004,1748,DCA,5,9,0,0.588727987
DL,23,LGA,214,1/30/2004,1752,DCA,5,30,0,0.968948828
US,21,LGA,214,1/19/2004,2184,DCA,1,19,0,0.281073247
